,Unnamed: 0,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,occurence,keywords,key_words_count
61,28,Research on Construction Method of Fully Mechanized Coal Mining Equipment Workspace Based on Virtual Reality,J. Li; S. Jiang; J. Xie,"College of Mechanical and Vehicle Engineering Taiyuan University of Technology, Taiyuan, China; College of Mechanical and Vehicle Engineering Taiyuan University of Technology, Taiyuan, China; College of Mechanical and Vehicle Engineering Taiyuan University of Technology, Taiyuan, China",2020 International Conference on Virtual Reality and Visualization (ICVRV),15 Jul 2021,2020,,,53,57,"In order to solve the problem that it is difficult to extract the working attitude of fully mechanized coal mining equipment in real-time in the existing monitoring methods, a method for constructing the working space of fully mechanized coal mining equipment based on virtual reality is proposed. First, the key information points were patched on the hydraulic support and scraper conveyor model, and the space-time kinematics relationship between the fully mechanized coal mining equipment and the 3D geological model was built in the virtual reality engine Unity3d; Then the initial working curves of the hydraulic support and scraper conveyor were extracted, and the reliability of the method was verified by virtual experiments. Finally, the support space of hydraulic support and the working space of fully mechanized coal mining equipment are constructed by using the key point marking method. The results show that the working space constructed by this method can reflect the working trajectory of the equipment more realistically. This method provides a theoretical basis for extracting the working attitude of fully mechanized coal mining equipment in the fully mechanized coal mining face.",2375-141X,978-1-6654-0497-6,10.1109/ICVRV51359.2020.00022,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9478656,fully mechanized coal mining face;support space;working space;working attitude;unity3d,Solid modeling;Three-dimensional displays;Geology;Hydraulic systems;Virtual reality;Real-time systems;Coal mining,coal;conveyors;mining;mining equipment;mining industry;solid modelling;virtual reality,fully mechanized coal mining equipment workspace;virtual reality;working space;hydraulic support;fully mechanized coal mining face,,,,13.0,IEEE,15 Jul 2021,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
72,15,A Proposal for a New Index to Quantify the Ratio of Near and Far Spatial Neglect Using Immersive Virtual Reality Technology: A Technical Report,T. Akatsuka; K. Yasuda; R. Sabu; S. Kawaguchi; H. Iwata,"Graduate School of Creative Science and Engineering, Waseda University; Research Institute of Science and Engineering, Waseda University; Graduate School of Creative Science and Engineering, Waseda University; Department of Rehabilitation, Sonodakai Rehabilitation Hospital; Faculty of Science and Engineering, Waseda University",2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),8 Sep 2022,2022,,,4151,4154,"Unilateral spatial neglect (USN) is defined as impaired attention to sensory stimuli on one side, which can exist for near and far spaces combined or independently. Thus, quantifying both near- and far-space neglect is crucial. This study aims to propose an index to quantify the near/far spatial neglect ratio to describe the USN symptoms' characteristics in each patient using immersive virtual reality (VR) technology. An object-detecting task was performed for five USN patients in a three-dimensional VR space. The examiner recorded the positional data of the objects that were recognized by the USN patient using coordinate data. The near/far ratio (NFRatio) was calculated using the proposed equation to quantify the difference in neglect severity in near and far spaces of each patient. Among the patients, four tended to have greater far-space neglect, and one tended to have greater near-space neglect. Moreover, the near/far spatial neglect ratio was shown to vary according to height. This is the first study to propose immersive VR to quantify the near and far spatial neglect. However, further study is needed to assess its reliability and validity and describe its clinical usability. Clinical Relevance— In clinical practice USN symptoms cause neglected symptoms in 3D space so the proposed system will be of high clinical significance if 3D assessment is realized",2694-0604,978-1-7281-2782-8,10.1109/EMBC48229.2022.9871683,Waseda University(grant numbers:2017-045); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9871683,,Pathology;Three-dimensional displays;Virtual reality;Writing;Mathematical models;Indexes;Reliability,medical diagnostic computing;virtual reality,near neglect;far spatial neglect;immersive virtual reality technology;unilateral spatial neglect;far-space neglect;USN symptoms;object-detecting task;three-dimensional VR space;immersive VR;near-space neglect;near/far spatial neglect ratio,Humans;Perceptual Disorders;Reproducibility of Results;Stroke;Virtual Reality,,,25.0,IEEE,8 Sep 2022,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
71,29,Mixed reality test environment for autonomous cars using Unity 3D and SUMO,M. Szalai; B. Varga; T. Tettamanti; V. Tihanyi,"Dept. of Control for Transportation and Vehicle Systems, Budapest University of Technology and Economics, Budapest, Hungary; Dept. of Control for Transportation and Vehicle Systems, Budapest University of Technology and Economics, Budapest, Hungary; Dept. of Control for Transportation and Vehicle Systems, Budapest University of Technology and Economics, Budapest, Hungary; Dept. of Automotive Technologies, Budapest University of Technology and Economics, Budapest, Hungary",2020 IEEE 18th World Symposium on Applied Machine Intelligence and Informatics (SAMI),5 Jun 2020,2020,,,73,78,"Developing a vehicle is always a long and complex task. This is especially true for autonomous cars. Tasks performed by the driver are taken over by the vehicle and must be performed with maximum reliability. Developing these systems is a difficult task, especially due to limited testing capabilities. Testing a vehicle in a closed environment is safe and controlled, but the variety of test scenarios is limited. By using mixed reality environments, one can create a diverse environment around a real test vehicle, with traffic, obstacles, and unexpected situations. The real movement of the test vehicle allows testing decision and motion planning level vehicular functions. Information from the virtual world can be considered as input to the vehicle sensor. Mixed reality or digital twin simulation environments can greatly assist the autonomous vehicle development process and also serve as a basis for validation procedures for such systems. This article introduces a mixed reality simulation environment that integrates a real test vehicle into a virtual environment, can handle other real and virtual obstacles, contains traffic simulations, and visualizes all of these.",,978-1-7281-3149-8,10.1109/SAMI48414.2020.9108745,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9108745,ViL;SciL;test environment;traffic simulation;mixed reality;autonomous vehicles,Visualization;Three-dimensional displays;Mixed reality;Virtual environments;Traffic control;Automobiles;Reliability,automobiles;mobile robots;path planning;remotely operated vehicles;traffic engineering computing;virtual reality,mixed reality test environment;autonomous cars;testing capabilities;mixed reality environments;vehicle sensor;digital twin simulation environments;autonomous vehicle development process;mixed reality simulation environment;virtual environment,,11.0,,18.0,IEEE,5 Jun 2020,,,IEEE,IEEE Conferences,43,"{'mixed', 'virtual', 'reality'}",3
70,44,Deadlock and Temporal Properties Analysis in Mixed Reality Applications,R. Devillers; J. -Y. Didier; H. Klaudel; J. Arcile,"Departement d'Informatique, Université Libre de Bruxelles, Belgium; Laboratoire IBISC, Université d'Evry-val d'Essonne, France; Laboratoire IBISC, Université d'Evry-val d'Essonne, France; Laboratoire IBISC, Université d'Evry-val d'Essonne, France",2014 IEEE 25th International Symposium on Software Reliability Engineering,15 Dec 2014,2014,,,55,65,"Mixed reality systems overlay real data with virtual information in order to assist users in their current task, they are used in many fields (surgery, maintenance, entertainment). Such systems generally combine several hardware components operating at different time scales, and software that has to cope with these timing constraints. MIRELA, for Mixed Reality Language, is a framework aimed at modelling, analysing and implementing systems composed of sensors, processing units, shared memories and rendering loops, communicating in a well-defined manner and submitted to timing constraints. The paper describes how harmful software behaviour, which may result in possible hardware deterioration or revert the system's primary goal from user assistance to user impediment, may be detected such as (global and local) deadlocks or starvation features. This also includes a study of temporal properties resulting in a finer understanding of the software timing behaviour, in order to fix it if needed.",2332-6549,978-1-4799-6033-0,10.1109/ISSRE.2014.33,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6982614,Mixed reality;timed automata;deadlocks;temporal properties,Rendering (computer graphics);Sensors;Automata;Virtual reality;System recovery;Cameras;Clocks,automata theory;concurrency control;virtual reality languages,mixed reality systems;virtual information;MIRELA;mixed reality language;software timing behaviour;hardware deterioration;deadlock feature;timed automata;temporal properties analysis,,2.0,,22.0,IEEE,15 Dec 2014,,,IEEE,IEEE Conferences,43,"{'mixed', 'virtual', 'reality'}",3
88,17,New System to Measure Motion Motion-to-Photon Latency of Virtual Reality Head Mounted Display,H. Xun; Y. Wang; D. Weng,"Beijing Engineering Research Center of Mixed Reality and Advanced Display, Beijing Institute of Technoloqy; Beijing Engineering Research Center of Mixed Reality and Advanced Display, Beijing Institute of Technoloqy; Beijing Engineering Research Center of Mixed Reality and Advanced Display, Beijing Institute of Technoloqy",2019 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct),9 Jan 2020,2019,,,58,62,"Head mounted display (HMD) is an important part of the virtual reality (VR) system and the main interface of virtual world. During the process of using HMD, there is a certain time gap between the user's movement and the triggered change of display, which is referred to herein as a "" Motion-to- Photon "" latency. The latency may cause cybersickness which has an adverse effect on user experience and even physical health, so it is necessary to evaluate the latency of an HMD. We propose an automated and universal HMD latency measurement system. By simulating a user's motion, we are able to measure ""Motion-to-Photon"" latency using the generated periodic signals in HMD, with accuracy and reliability confirmed by our experiments. The system is fully automatic and easy to use, and suitable for the HMD with inside-out or outside-in positioning methods. It helps to improve both the detection level of existing HMDs and the user experience. It is of guiding significance for the design and manufacture of new HMD.",,978-1-7281-4765-9,10.1109/ISMAR-Adjunct.2019.00029,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8951925,Measurement;head-mounted-display;virtual-reality;motion-to-photon-latency,Augmented reality,helmet mounted displays;human computer interaction;human factors;user experience;virtual reality,motion-to-photon latency;virtual reality head mounted display;user experience;automated HMD latency measurement system;cybersickness;human-centered computing;human computer interaction,,1.0,,16.0,IEEE,9 Jan 2020,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
33,129,Enhancing neurocognitive assessment using immersive virtual reality,T. D. Parsons; S. McPherson; V. Interrante,"Department of Psychology, University of North Texas; Neuropsychologist private practice, Edina, Minnesota; Department of Computer Science, University of Minnesota",2013 1st Workshop on Virtual and Augmented Assistive Technology (VAAT),10 Apr 2014,2013,,,27,34,"Immersive virtual reality has significant potential as a tool for enhancing the reliability and specificity of neurocognitive assessment by supporting the ability to carry out carefully controlled, replicable, highly detailed and ecologically valid testing of peoples' ability to perform complex executive functions such as planning and organizing, problem-solving and multitasking, and selective attention and inhibitory control, which are difficult to evaluate using standard paper-and-pencil measures of basic cognitive abilities such as memory, learning, or reasoning. We begin this short paper with an overview of current diagnostic needs in the field of neuropsychology, and a vision of the advantages that immersive virtual reality has the potential to offer as a diagnostic platform. We then briefly summarize our preliminary efforts to develop a robust virtual reality platform for neuropsychological assessment that incorporates a variety of physiological metrics as well as detailed measures of multiple attributes of task performance in a Virtual Environments Grocery Store (VEGS).",,978-1-4799-3896-4,10.1109/VAAT.2013.6786190,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786190,Virtual Reality;Neuropsychology;Rehabilitation;Cognitive Assessment,Virtual environments;Testing;Batteries;Solid modeling;Standards;Computers,cognition;medical diagnostic computing;neurophysiology;patient rehabilitation;virtual reality,neurocognitive assessment;immersive virtual reality;executive functions;planning-and-organizing function;problem-solving-and-multitasking function;selective attention-and-inhibitory control function;cognitive abilities;memory ability;learning ability;reasoning ability;neuropsychology;diagnostic platform;robust virtual reality platform;neuropsychological assessment;physiological metrics;virtual environments grocery store;VEGS,,18.0,,42.0,IEEE,10 Apr 2014,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
16,99,Human Upper-Body Inverse Kinematics for Consumer Grade Virtual Reality,L. Gu; L. Yin; J. Li; D. Wu,"Shanghai Film Academy, Shanghai University, Shanghai, China; Shanghai Film Academy, Shanghai University, Shanghai, China; Shanghai Film Academy, Shanghai University, Shanghai, China; Shanghai Film Academy, Shanghai University, Shanghai, China","2021 IEEE 5th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)",5 Apr 2021,2021,,,2092,2095,"In virtual reality (VR), being able to see your own virtual avatar instead of floating head and hands can enhance the immersion. However, most consumer VR devices only provide limited tracker data. In order to reconstruct human upper body movements from rare tracking data, we propose the HeadIK method based on human inverse dynamics optimization, and our research shows that this method can achieve the reconstruction of upper body movements using only the head-mounted display and the handle, which can enhance the immersion of VR experience.",2689-6621,978-1-7281-8028-1,10.1109/IAEAC50856.2021.9390922,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9390922,motion reconstruction;inverse kinematics;virtual reality;real-time;animation,Head-mounted displays;Tracking;Kinematics;Reconstruction algorithms;Real-time systems;Reliability;Optimization,avatars;helmet mounted displays;object tracking;optimisation,virtual avatar;consumer VR devices;human upper body movements;rare tracking data;HeadIK method;human inverse dynamics optimization;head-mounted display;VR experience;human upper-body inverse kinematics;consumer grade virtual reality,,1.0,,4.0,IEEE,5 Apr 2021,,,IEEE,IEEE Conferences,43,"{'immersion', 'virtual', 'reality'}",3
19,124,"Learning-Based Prediction, Rendering and Transmission for Interactive Virtual Reality in RIS-Assisted Terahertz Networks",X. Liu; Y. Deng; C. Han; M. D. Renzo,"Department of Engineering, King’s College London, London, U.K; Department of Engineering, King’s College London, London, U.K; Terahertz Wireless Communications (TWC) Laboratory, Shanghai Jiao Tong University, Shanghai, China; CNRS, CentraleSupélec, Laboratoire des Signaux et Systémes, Université Paris-Saclay, Gif-sur-Yvette, France",IEEE Journal on Selected Areas in Communications,14 Jan 2022,2022,40.0,2.0,710,724,"The quality of experience (QoE) requirements of wireless virtual reality (VR) can only be satisfied with high data rate, high reliability, and low VR interaction latency. This high data rate over short transmission distances may be achieved via the abundant bandwidth in the terahertz (THz) band. However, THz waves experience severe signal attenuation, which may be compensated by the reconfigurable intelligent surface (RIS) technology with programmable reflecting elements. Meanwhile, the low VR interaction latency can be achieved with the mobile edge computing (MEC) network architecture due to its computation capabilities. Motivated by these considerations, in this paper, we propose an MEC-enabled and RIS-assisted THz VR network in an indoor scenario, by taking into account the uplink viewpoint prediction and position transmission, the MEC rendering, and the downlink transmission. We propose two methods, which are referred to as centralized online gated recurrent unit (GRU) and distributed federated averaging (FedAvg), to predict the viewpoints of the VR users. In the uplink, an algorithm that integrates online long-short term memory (LSTM) and convolutional neural networks (CNN) is deployed to predict the locations and the line-of-sight and non-line-of-sight statuses of the VR users over time. In the downlink, we develop a constrained deep reinforcement learning algorithm to select the optimal phase shifts of the RIS under latency constraints. Simulation results show that our proposed learning architecture achieves near-optimal QoE as that of the genie-aided benchmark algorithm, and about two times improvement in QoE compared to the random phase shift selection scheme.",1558-0008,,10.1109/JSAC.2021.3118405,National Natural Science Foundation of China (NSFC)(grant numbers:62171280); European Commission through the H2020 ARIADNE Project(grant numbers:871464); H2020 RISE-6G Project(grant numbers:101017011); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9565222,Terahertz transmission;reconfigurable intelligent surface;constrained deep reinforcement learning;convolutional neural network;virtual reality,Wireless communication;Quality of experience;Uplink;Downlink;Rendering (computer graphics);Prediction algorithms;Streaming media,deep learning (artificial intelligence);intelligent materials;mobile radio;quality of experience;recurrent neural nets;reinforcement learning;telecommunication computing;virtual reality,interactive virtual reality;RIS-assisted terahertz networks;experience requirements;wireless virtual reality;high data rate;high reliability;low VR interaction;short transmission distances;abundant bandwidth;terahertz band;severe signal attenuation;reconfigurable intelligent surface;programmable reflecting elements;mobile edge computing network architecture;computation capabilities;uplink viewpoint prediction;position transmission;MEC rendering;downlink transmission;VR users;long-short term memory;convolutional neural networks;constrained deep reinforcement learning algorithm;latency constraints;learning architecture;MEC-enabled THz VR network;RIS-assisted THz VR network;learning-based prediction;quality of experience;signal attenuation;mobile edge computing;centralized online gated recurrent unit;distributed federated averaging;line-of-sight;nonline-of-sight statuses;random phase shift selection scheme,,5.0,,57.0,IEEE,8 Oct 2021,,,IEEE,IEEE Journals,43,"{'reliability', 'virtual', 'reality'}",3
2,62,A Basic Psychophysics Study of Sound Reliability Effects on Audiovisual Integration for Developing New Virtual Reality Device,H. Yu; Q. Wu; M. Zhou; Q. Li; J. Yang; S. Takahashi; Y. Ejima; J. Wu,"Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Department of Psychology, Suzhou University of Science and Technology, Suzhou, China; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; School of Computer Science and Technology, Changchun University of Science and Technology, Changchun, Jilin Province, China; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan",2021 IEEE International Conference on Mechatronics and Automation (ICMA),27 Aug 2021,2021,,,1298,1303,"Although visual virtual reality performance was widely investigated by researchers, it remains unclear that whether semantic reliability of sound can also facilitate the visual virtual reality performance. We investigated the behavioral category performance of living and non-living outlined drawings accompany with a semantic reliable or unreliable sound. We evaluate the living and non-living picture category performance under three multisensory semantic conditions: semantic reliable, semantic unreliable and semantic control (mix with semantic reliable and semantic unreliable stimuli). The reaction time results showed that faster category speed for semantic reliable multisensory presentation condition compared with semantic unreliable multisensory presentation condition whatever the outlined drawing was living or non-living. Such result indicated the multisensory integration facilitate the visual category performance. Additionally, non-living category has a significant advantage than living picture category under semantic unreliable multisensory condition, indicated nonliving objects had robust multisensory representation compared with living objects. This study provided potential theory support for developing new audiovisual virtual reality device or application.",2152-744X,978-1-6654-4101-8,10.1109/ICMA52036.2021.9512687,"Japan Society for the Promotion of Science (JSPS) Kakenhi(grant numbers:18K18835,18H01411,18K12149,19KK0099,20K04381,20K07722); National Natural Science Foundation of China(grant numbers:61806025); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9512687,multisensory integration;semantic reliability;semantic category;selective attention,Performance evaluation;Visualization;Mechatronics;Automation;Conferences;Semantics;Virtual reality,audio-visual systems;virtual reality;visual perception,living objects;audiovisual virtual reality device;sound reliability effects;behavioral category performance;semantic reliable sound;multisensory semantic conditions;semantic reliable control;semantic unreliable control;semantic unreliable stimuli;semantic unreliable multisensory presentation condition;multisensory integration;visual category performance;nonliving category;picture category;psychophysics study,,,,29.0,IEEE,27 Aug 2021,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
3,33,On the Reliability of Wireless Virtual Reality at Terahertz (THz) Frequencies,C. Chaccour; R. Amer; B. Zhou; W. Saad,"Wireless@ VT, Bradly Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA; CONNECT, Trinity College, University of Dublin, Ireland; Wireless@ VT, Bradly Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA; Wireless@ VT, Bradly Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA","2019 10th IFIP International Conference on New Technologies, Mobility and Security (NTMS)",15 Jul 2019,2019,,,1,5,"Guaranteeing ultra reliable low latency communications (URLLC) with high data rates for virtual reality (VR) services is a key challenge to enable a dual VR perception: visual and haptic. In this paper, a terahertz (THz) cellular network is considered to provide high-rate VR services, thus enabling a successful visual perception. For this network, guaranteeing URLLC with high rates requires overcoming the uncertainty stemming from the THz channel. To this end, the achievable reliability and latency of VR services over THz links are characterized. In particular, a novel expression for the probability distribution function of the transmission delay is derived as a function of the system parameters. Subsequently, the end-to-end (E2E) delay distribution that takes into account both processing and transmission delay is found and a tractable expression of the reliability of the system is derived as a function of the THz network parameters such as the molecular absorption loss and noise, the transmitted power, and the distance between the VR user and its respective small base station (SBS). Numerical results show the effects of various system parameters such as the bandwidth and the region of non-negligible interference on the reliability of the system. In particular, the results show that THz can deliver rates up to 16.4 Gbps and a reliability of 99.999% (with a delay threshold of 30 ms) provided that the impact of the molecular absorption on the THz links, which substantially limits the communication range of the SBS, is alleviated by densifying the network accordingly.",2157-4960,978-1-7281-1542-9,10.1109/NTMS.2019.8763780,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8763780,virtual reality (VR);terahertz;reliability;ultra reliable low latency communications (URLLC),Reliability;Delays;Wireless communication;Interference;Absorption;Quality of service;Propagation losses,cellular radio;molecular communication (telecommunication);probability;radio links;radiofrequency interference;telecommunication network reliability;virtual reality;visual perception;wireless channels,URLLC;dual VR perception;cellular network;high-rate VR services;THz channel;probability distribution function;transmission delay;molecular absorption loss;ultrareliable low latency communications;visual perception;wireless virtual reality reliability services;THz network parameter links;terahertz cellular network;THz cellular network;end-to-end delay distribution;E2E delay distribution;SBS;small base station;interference;time 30.0 ms,,24.0,,15.0,IEEE,15 Jul 2019,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
5,7,Investigating the Reliability and Validity of Three Novel Virtual Reality Environments With Different Approaches to Simulate Wheelchair Maneuvers,Z. Salimi; M. Ferguson-Pell,"Faculty of Rehabilitation Medicine, University of Alberta, Edmonton, AB, Canada; Faculty of Rehabilitation Medicine, University of Alberta, Edmonton, AB, Canada",IEEE Transactions on Neural Systems and Rehabilitation Engineering,22 Mar 2019,2019,27.0,3.0,514,522,"Wheelchair manoeuvring has received little attention in the literature despite its importance in mobility and performing activities of daily living and its role in developing secondary injuries for wheelchair users. The focus in this paper was technology development with iterative and proof-of-concept testing. Three versions of a wheelchair simulator that were designed and developed for simulating curvilinear wheelchair propulsion in virtual reality were tested for their validity and reliability. The wheelchair simulators comprise a sophisticated wheelchair ergometer in an immersive virtual reality environment and are developed for manual wheelchair propulsion. These simulators all replicate inertia in translation, in addition to taking three approaches for simulating turning. The three systems were then tested and compared with the real world to see how reliable and valid they are; 15 healthy participants were recruited to perform the Illinois Agility Test (IAT) in two sessions that were at least one week apart. The intraclass correlation coefficient and the Pearson correlation coefficient were found for 16 variables to find the test-retest reliability and convergent construct validity of the systems, respectively. Overall, the three systems showed good validity and reliability with the VR_system 2 (mechanical compensation for rotational inertia) having the best scores and the VR_system 3 (software compensation for rotational inertia) having the lowest scores. Also, it was observed that performing IAT in the real world needed fewer pushes and often accompanied more negative pushes. Participants also used longer strokes in the real world compared to virtual reality environment.",1558-0210,,10.1109/TNSRE.2019.2896904,"Canadian Foundation for Innovation, Leading Edge Fund(grant numbers:CFI#30852); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8632936,Construct validity;curvilinear inertia compensation;test-retest reliability;virtual reality;wheelchair ergometer,Wheelchairs;Reliability;Propulsion;Correlation;Turning;Virtual reality;Manuals,biomechanics;biomedical measurement;handicapped aids;injuries;neurophysiology;virtual reality;wheelchairs,simulate wheelchair maneuvers;wheelchair manoeuvring;mobility;wheelchair users;technology development;proof-of-concept testing;wheelchair simulator;curvilinear wheelchair propulsion;immersive virtual reality environment;manual wheelchair propulsion;Illinois Agility Test;test-retest reliability;VR_system 2;rotational inertia;VR_system 3;virtual reality environments;wheelchair ergometer,Activities of Daily Living;Biomechanical Phenomena;Computer Simulation;Energy Metabolism;Equipment Design;Healthy Volunteers;Humans;Mechanical Phenomena;Reproducibility of Results;Virtual Reality;Wheelchairs,3.0,,47.0,IEEE,1 Feb 2019,,,IEEE,IEEE Journals,43,"{'reliability', 'virtual', 'reality'}",3
6,111,Immersive Virtual Reality in Preserving Historical Tourism,K. A. F. A. Samah; M. N. H. H. Jono; A. -A. C. M. Zulkepli; N. A. Deraman; S. Saad; A. G. Buja; L. S. Riza,"Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA Cawangan Melaka Kampus Jasin, Melaka, Malaysia; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA Cawangan Melaka Kampus Jasin, Melaka, Malaysia; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA Cawangan Melaka Kampus Jasin, Melaka, Malaysia; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA Cawangan Melaka Kampus Jasin, Melaka, Malaysia; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA Cawangan Melaka Kampus Jasin, Melaka, Malaysia; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA Cawangan Melaka Kampus Jasin, Melaka, Malaysia; Department of Computer Science Education, Universitas Pendidikan Indonesia, Bandung, Indonesia",2021 IEEE 11th International Conference on System Engineering and Technology (ICSET),30 Nov 2021,2021,,,234,239,"The tourism industry in cultural heritage has been adversely affected by the spread of the virus, Covid-19. This study focuses on preserving the cultural heritage of artifacts and sustaining tourism activities for the history of Hang Tuah Village in Melaka, Malaysia, through immersive virtual reality technology. Tourists can interact within the surrounding village, interact with the artefacts, and experienced more enjoyable learning history using the immersive virtual reality. There is no traveling required, and the exploration at its places is safer due to no Covid-19 exposition and no disturbance to the heritage place. We evaluate the usefulness of immersive virtual using the User Experience Questionnaire that originally has 16 dimensions. Five dimensions are applied: attractiveness, perspicuity, reliability, utility, and novelty. A total number of 17 questionnaires were involved and tested on 35 respondents. As a result, the acceptability reaches ‘high’ with an average mean score of 4.01 or 81.2% from the overall score. With the high acceptance response, we conclude that immersive virtual reality can assist in sustaining the tourism industry to preserve the heritage of Hang Tuah Village.",2470-640X,978-1-6654-3766-0,10.1109/ICSET53708.2021.9612577,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9612577,Hang Tuah Melaka Village;immersive virtual reality;preserving heritage;user experience questionnaire,Three-dimensional displays;Atmospheric measurements;Tourism industry;Virtual reality;Particle measurements;User experience,history;travel industry;user experience;virtual reality,historical tourism;tourism industry;cultural heritage;sustaining tourism activities;Hang Tuah Village;immersive virtual reality technology;enjoyable learning history;Covid-19 exposition;heritage place,,1.0,,21.0,IEEE,30 Nov 2021,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
10,110,Comparative Evaluation of the EEG Performance Metrics and Player Ratings on the Virtual Reality Games,P. K. Paranthaman; N. Bajaj; N. Solovey; D. Jennings,"Department of Computer Science, Elon University, Elon, USA; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, UK; Department of Computer Science, Elon University, Elon, USA; Department of Computer Science, Elon University, Elon, USA",2021 IEEE Conference on Games (CoG),7 Dec 2021,2021,,,1,8,"The low-cost electroencephalogram (EEG) devices are widely used by researchers in human-computer interaction, video games, and software systems to evaluate the impact of interaction design on user emotions. However, the performance metrics of emotion states provided by a low-cost EEG device suffer several reliability and accuracy issues, which can mislead the design decisions of the developers. In this research, we combined the EEG device with three virtual reality games to investigate the reliability of performance metrics extracted from the EEG data. We conducted the experiment with 14 players using virtual reality games with ranging levels of in-game actions. Our analysis shows that there is a significant difference between performance metrics provided by the EEG device and the actual players' experience. Finally, we used ad-hoc linear models to estimate the level of players' emotion states directly from the raw EEG. We also show the different brain activity maps for individual emotions, which reveal the commonly known relation between brain activity and specific emotions.",2325-4289,978-1-6654-3886-5,10.1109/CoG52621.2021.9619043,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9619043,virtual reality;EEG;player emotions;brain activity map,Headphones;Solid modeling;Analytical models;Games;Virtual reality;Brain modeling;Electroencephalography,brain;electroencephalography;medical signal processing;virtual reality,interaction design;user emotions;emotion states;EEG device;virtual reality games;in-game actions;actual players;comparative evaluation;EEG performance metrics;player ratings;low-cost electroencephalogram devices;human-computer interaction;video games,,,,25.0,IEEE,7 Dec 2021,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
